abs,adaptive_cruise_control,age_when_licensed,airbags,anti_theft_dsc_ind,assignedlossespd3yrs_cg,auto_parking,blind_spot,body_style_transition,brake_assist,camera,cargo_length,class_curr,co2_emissions,convertible_indicator,convictioncountmajor3yrs_cg,convictioncountminor3yrs_cg,convictioncriminal3yrs,credit_consent,credit_score,credit_score_avg,cross_traffic,curb_weight,datasource,deductible_amount_m,diploma_above_bachelor,diploma_bachelor,diploma_college,diploma_high_school,diploma_no,diploma_trades,diploma_univ_certificate,drive_train,driver_count,driver_monitor,driverage_m,drv_training_ind,engine_availability,engine_configuration,engine_cylinder,engine_displacement,engine_forced_induction,engine_fuel,engine_supplemental,er_enrolledind_cg,exposure,fsa_m,fuel_cons_city_l_per_100k,fuel_cons_comb_l_per_100k,fuel_cons_comb_mpg,fuel_cons_hwy_l_per_100k,fuel_cons_model_sim_score,full_cov_ind,garagedpostalcode_cg,gender,grad_lic_dsc_ind,headlight,hill_start,homeowner_flag,homeowner_ratio,horsepower,household_income,hybrid_veh_dsc_ind,lane_assist,large_city_ind,limit_amount_m,marital_status,mitigation_all_speed,mitigation_low_speed,mover_ratio,multi_prod_dsc_ind,multi_veh_dsc_ind,nsf_flag,occupation_arts,occupation_business,occupation_edu_gov,occupation_health,occupation_management,occupation_other,occupation_science,occupation_service,occupation_trades,oo_ind,perimeter_detection,pol_op_cnt,pol_veh_cnt,preferredclientrating_cg,price,programmable_key,region_curr,retiree_dsc_ind,rolling_year_m,size_code,stability_control,suspensioncount_cg,tenant_flag,terr_curr,theft_deterrent_system,timelicensed_cg,traction_control,traffic_jam_assist,unemployed_rate,urban_rural_curr,use,veh_acq_type,veh_age_when_pur,veh_gtr_op_dsc_ind,veh_own_yrs,vehicleage_m,vehiclecode_cg_4,vrg_actual,wheelbase,yearsclaimsfree_m,incurred_loss_m,claim_count_new
3,0,23,4,N,0,0,0,4D,0,0,0,27,177,0,0,0,0,Y,742,747.842105,0,1110,PC,,0.0689928715,0.2657031657,0.2657031657,0.3566749439,0.0339015517,0.1053605157,0.0339015517,1,1,0,24,Y,STD,L,4,1800,"",G,0,0,"10,001 to 20,000 kms",N2P,8.7,7.7,36.5,6.45,270,0,N2P1E1,Male,Y,0,0,0,0.6,125,39349.79,N,0,Yes,1000000,Married,0,0,0.53125,N,N,1,0,0.2231435513,0,0,0.1053605157,0.1053605157,0.2231435513,0.2231435513,0.2231435513,0,0,1,1,0,17404,0,COR,N,2019,S,0,0,0,32,"",1,0,0,25,U,WA,Purchased Used,17,N,0,17,0445,,2465,1,25000,1
2,0,19,4,N,0,0,0,1P,0,0,0,32,,0,0,0,0,"",649,759.086957,0,2140,PMSC,0,0.149531734,0.2876820725,0.2513144283,0.2513144283,0.1823215568,0,0,2,1,0,56,N,STD,V,8,5200,"",G,0,0,"10,001 to 20,000 kms",L3V,,,,,4600,1,L3V1Y2,Male,N,0,0,0,0.7368421053,238,64724.65,N,0,No,2000000,Married,0,0,0.45,Y,N,0,0.0425596144,0.0425596144,0.0425596144,0.087011377,0.087011377,0.087011377,0.2336148512,0.4054651081,0.087011377,0,0,1,1,1,29754,0,NEW,N,2014,L,0,0,1,85,D,37,0,0,8.3,R,WA,Purchased Used,7,N,6,13,2736,,3429,37,105895.59,1
4,4,30,5,N,0,0,2,4D,2,2,0,32,170.5,0,0,0,0,Y,852,763.033333,0,1339,PMSC,0,0.1177830357,0.4480247225,0.2513144283,0.1823215568,0.087011377,0.028170877,0.028170877,1,1,0,53,N,STD,L,4,2000,T,G,0,0,"10,001 to 20,000 kms",K1T,8.35,7.3,39,5.95,560,1,K1T4E3,Male,N,0,2,1,0.9090909091,174,175554.01,N,5,No,2000000,Married,8,0,0.25,Y,Y,0,0.0408219945,0.1743533871,0.1743533871,0.1278333715,0.0833816089,0,0.1278333715,0.328504067,0.0408219945,0,0,2,2,1,28340,0,NEW,N,2016,M,2,0,0,13,CEG,23,2,0,4,U,WB,Purchased New,0,N,0,0,0251,,2700,23,81824.95,1
3,0,23,4,N,0,0,0,4D,0,0,0,32,,0,0,0,0,Y,849,755.512195,0,1145,PMSC,0,0.0206192872,0.2542341384,0.2809023855,0.4260843953,0.1076306642,0.0206192872,0.0416726964,1,2,0,48,Y,STD,L,4,1800,"",G,0,0,"20,001 to 30,000 kms",M1C,,,,,2800,1,M1C2G6,Female,N,0,0,1,0.6842105263,120,102038.25,N,0,No,2000000,Married,0,0,0.2641509434,Y,Y,0,0.0555698512,0.2436220827,0.1451820098,0.0555698512,0.084557388,0.0555698512,0.0273989742,0.3150810466,0.1144103512,1,0,4,2,0,17744,0,COR,N,2014,S,0,0,0,64,"",25,0,0,12.8,U,WB,Purchased Used,10,N,5,15,0445,,2465,25,90425.07,1
,,20,,N,0,,,"",,,,33,,,0,0,0,Y,862,771.265306,,,PMSC,0,0,0,0.3398678256,0.5511769193,0.3163373282,0.0170944334,0,,1,,67,N,"","",,,"","","",0,"0 to 10,000 Km",K9J,,,,,,0,K9J5T2,Male,N,,,1,0.03125,,53823.17,N,,No,1000000,Married,,,0.6081081081,Y,Y,0,0,0.0339015517,0,0.0689928715,0.0339015517,0.0689928715,0,0.6286086594,0.4054651081,0,,2,2,1,,,NEW,N,2014,"",,0,0,89,"",47,,,8.6,R,P,Purchased Used,59,N,18,77,UNUN,,,47,4922.25,1
4,0,19,4,N,0,0,0,4D,0,0,0,28,237,0,0,1,0,Y,630,744.025316,0,1214,PC,,0.0370412717,0.0953101798,0.2231435513,0.3964152726,0.2006706955,0.1361321743,0.0370412717,1,1,0,31,N,STD,L,4,2200,"",G,0,0,"20,001 to 30,000 kms",L2N,11.95,10.3,27.5,8.3,320,1,L2N6V9,Female,N,0,0,0,0.5172413793,115,53648.04,N,0,No,2000000,Single,0,0,0.4285714286,Y,N,0,0.0339015517,0.1431008436,0.0689928715,0,0.1053605157,0.0339015517,0.0339015517,0.5679840376,0.1823215568,0,0,1,1,0,16869,0,COR,N,2017,M,0,0,1,33,E,12,0,0,32.3,U,WA,Purchased Used,13,N,3,16,5570,,2644,12,1536.67,1
4,0,17,5,N,0,0,0,4D,0,0,0,29,191,0,0,0,0,Y,554,746.317757,0,1188,PMSC,0,0.0209066848,0.0350913198,0.1892419996,0.4549451654,0.3616132256,0.0939318198,0.0138891122,1,1,0,33,N,STD,L,4,1700,"",G,0,0,"0 to 10,000 Km",N4V,9.15,8.3,34,7.25,520,1,N4V1B4,Female,N,0,0,0,0.3647058824,127,48816.41,N,0,No,1000000,Single,0,0,0.5,N,N,0,0,0.0984400728,0.0813456395,0.015748357,0.0480092192,0.2876820725,0,0.3302416869,0.2670627852,0,0,1,1,0,26093,0,COR,N,2016,M,0,0,0,37,EG1,16,0,0,22.7,R,WA,Purchased Used,14,N,0,14,0278,,2620,16,1568.36,1
3,0,19,4,N,0,0,0,4D,0,0,0,25,230,0,0,0,0,Y,653,745.460641,0,1419,PC,,0.0229105095,0.0558934758,0.3171804764,0.3002178491,0.3439748295,0.0825940911,0.0217524318,1,1,0,20,Y,STD,L,4,2300,"",G,0,0,"20,001 to 30,000 kms",N8A,11.45,10,28.5,8.15,320,1,N8A4K9,Male,Y,0,0,0,0.8119349005,160,44136.67,N,0,No,1000000,Single,0,0,0.2379216044,Y,N,1,0.0056022555,0.1935576301,0.2141062983,0.0140649295,0.0428025392,0.0997894706,0.0515873688,0.2421783171,0.2350860888,0,0,1,1,0,27066,0,NEW,N,2018,L,0,0,1,36,EG1,1,1,0,24.6,U,WA,Purchased Used,11,N,0,11,3440,,2726,1,1561.93,1
4,4,22,5,N,0,0,2,SP,2,6,0,28,,0,0,0,0,Y,758,742.257143,2,1570,PC,,0.0741079722,0.3703737883,0.2411620568,0.2719337155,0.1267517056,0.0240975516,0.0240975516,2,1,2,25,N,STD,L,4,2400,"",G,0,0,"20,001 to 30,000 kms",M9B,,,,,4600,1,M9B3J6,Male,N,10,2,0,1,181,175882.14,N,5,No,1000000,Single,8,0,0.152173913,Y,Y,0,0,0.2876820725,0.1823215568,0.0425596144,0.2876820725,0.087011377,0,0.1823215568,0.0425596144,0,0,1,1,0,39899,0,COR,N,2019,M,2,0,1,76,CEG,3,2,0,0,U,WA,Purchased New,0,N,0,0,1417,,2670,3,50000,1
4,0,16,4,N,0,0,0,4P,2,0,0,33,315,0,0,0,0,Y,808,749.355188,0,1791,PMSC,0,0.033856536,0.0926049649,0.3551840752,0.3213135607,0.2050318014,0.1117633315,0.0134715361,2,1,0,66,N,STD,V,6,4000,"",G,0,0,"0 to 10,000 Km",P0M,15.3,13.7,21,11.75,740,1,P0M1R0,Male,N,0,0,1,0.8507089241,236,104205.92,N,0,No,1000000,Single,0,0,0.2707964602,Y,N,0,0.0205225614,0.1560871638,0.1174928862,0.08096207,0.0728141089,0.1326197778,0.0493707157,0.2154828938,0.2358472339,0,0,1,1,1,35586,0,NEW,Y,2014,L,0,0,0,88,EG1,50,0,0,6.4,R,P,Purchased New,0,N,7,7,7996,,3246,50,1655.98,1
4,0,43,5,N,0,0,0,SV,2,1,0,33,,0,0,1,0,"",706,760.82133,0,1960,PMSC,0,0.0594970989,0.1636272556,0.3357504755,0.3029870724,0.1501582698,0.0872154088,0.021998421,1,1,0,69,N,STD,V,6,4000,"",G,0,0,"10,001 to 20,000 kms",K0A,,,,,3400,1,K0A1A0,Female,N,0,0,0,0.8452408657,251,110535.69,N,0,No,2000000,Single,0,0,0.3174046471,N,N,1,0.0353324289,0.1830933106,0.1322923204,0.0712684991,0.1247989106,0.0590889164,0.10461077,0.1896773778,0.1725335504,0,0,1,1,1,34225,0,NEW,N,2015,L,2,0,1,91,DEG1,26,2,0,4.5,R,P,Purchased Used,1,N,3,4,2662,,3078,26,6065.25,1
4,0,24,5,N,0,0,0,4D,2,0,0,28,218,0,0,1,0,Y,768,740.169811,0,1325,PMSC,0,0.1647552331,0.3263965846,0.1797931104,0.2751032902,0.1067679754,0.0519597389,0.0127390258,1,1,0,28,N,STD,L,4,2000,"",G,0,0,"10,001 to 20,000 kms",K2K,10.83,9.47,30,7.83,160,1,K2K0E7,Male,N,2,0,0,0.7837837838,155,125516.95,N,0,No,1000000,Married,0,0,0.3039215686,Y,N,0,0.0303053495,0.1616413516,0.1973594342,0.061557893,0.1103480572,0.0303053495,0.2344007058,0.2344007058,0.0303053495,0,0,1,1,0,29547,0,NEW,N,2016,M,2,0,0,12,EG,4,2,0,2.9,U,WA,Purchased Used,5,N,0,5,1424,,2700,4,131227.36,1
4,0,16,5,N,0,0,0,SW,2,1,0,29,233.5,0,0,0,0,Y,611,,0,1567,PC,,0.3364722366,0.5596157879,0.3364722366,0,0,0,0,2,1,0,35,N,STD,H,4,2500,"",G,0,0,"10,001 to 20,000 kms",K2H,11.45,10.15,28,8.5,340,1,K2H8H4,Male,N,0,0,0,1,170,475482.29,N,0,No,2000000,Single,0,0,0.1428571429,N,Y,0,0,0.2876820725,0.2876820725,0,0.2876820725,0,0.2876820725,0,0,0,0,2,2,0,40000,0,NEW,N,2017,L,2,0,0,12,CEG1,19,2,0,0,U,WA,Purchased Used,3,N,3,6,1272,,2740,19,1717.8,1
4,0,21,5,N,0,0,1,4D,2,1,0,28,219.5,0,0,0,0,Y,416,696.269231,0,1498,PMSC,0,0.0314161962,0.0529224015,0.4003237086,0.3850562365,0.2180021518,0.0421114854,0.0314161962,1,1,0,25,Y,STD,L,4,2500,"",G,0,1,"10,001 to 20,000 kms",N8N,11,9.55,29.5,7.85,270,1,N8N4T3,Male,Y,2,0,0,0.5918367347,170,62196.97,N,0,Yes,1000000,Single,0,0,0.547826087,Y,Y,0,0.014184635,0.1037967937,0.0431721719,0.0882926071,0.0882926071,0.2736958305,0.014184635,0.2736958305,0.2022368665,0,0,1,1,0,31495,0,NEW,N,2016,L,2,0,0,30,EG,4,2,0,4.2,U,WA,Purchased Used,3,N,0,3,7719,,2790,4,63.27,1
4,0,17,5,N,0,0,0,4D,2,1,0,32,202.5,0,0,0,0,Y,733,802.301887,0,1413,PMSC,0,0.1124779834,0.2392296891,0.4161603972,0.2666286633,0.0215062052,0.088947486,0,2,2,0,49,N,STD,H,4,2000,"",G,0,0,"20,001 to 30,000 kms",K2K,9.85,8.8,32.5,7.6,820,1,K2K1N8,Male,N,1,0,0,0.9090909091,148,107244.5,N,0,No,2000000,Married,0,0,0.2452830189,Y,N,0,0,0.1541506798,0.1541506798,0.1541506798,0.1000834586,0,0.2113090937,0.2719337155,0.0487901642,1,0,2,1,0,27995,0,NEW,N,2015,M,2,0,0,12,CEG1,32,2,0,9.5,U,WA,Purchased New,0,N,2,2,1642,,2635,32,141700,1
4,0,16,4,N,0,0,0,2P,0,0,0,28,,0,0,0,0,Y,630,748.941176,0,2678,PMSC,0,-17.67560029,-17.55874508,-17.46901643,-17.41132076,-17.56526365,-17.6821996,-17.73135712,2,1,0,27,Y,STD,V,8,6600,T,D,0,0,"10,001 to 20,000 kms",N7T,,,,,7800,1,N7T5W6,Male,N,0,0,0,,300,0,N,0,No,1000000,Single,0,0,,Y,Y,0,-18.66255591,-18.23157351,-18.26766447,-18.41775875,-18.35713045,-19.05774981,-18.5279185,-18.36884556,-18.25869283,0,0,1,1,0,40636,0,NEW,N,2016,L,0,0,0,36,E,11,0,0,0,U,WA,Purchased Used,7,N,7,14,5836,,3645,11,101558.51,1
4,0,16,5,N,0,0,0,1P,2,2,1737,32,332.5,0,0,0,0,Y,796,739.514469,0,2351,PC,,0.0318836784,0.1341293,0.2946800016,0.3584697395,0.1437447587,0.1293560212,0.0318836784,2,1,0,47,N,STD,V,8,5700,"",G,0,0,"20,001 to 30,000 kms",N5P,16.35,14.2,20,11.5,1150,1,N5P3S8,Male,N,0,2,1,0.8576779026,395,101097.71,N,0,No,1000000,Married,0,0,0.2280701754,Y,Y,1,0.039478811,0.1568424715,0.1089511838,0.145585317,0.0946652265,0.0666913745,0.0495969411,0.1758906665,0.2394040722,0,5,3,4,0,67300,0,COR,N,2018,L,2,0,0,15,DEG1,31,2,0,2.6,R,WB,Purchased New,0,N,0,0,2842,,3794,31,26573.52,1
4,0,21,5,N,0,0,0,4D,2,0,0,33,171.5,0,0,0,0,Y,821,750.6,0,1212,PC,,0.1872115421,0.3462762367,0.2478361639,0.1872115421,0.1026541541,0.0246926126,0.0246926126,1,1,0,61,N,STD,L,4,1800,"",G,0,0,"20,001 to 30,000 kms",K2J,8.4,7.45,38,6.25,270,1,K2J0S4,Male,N,0,0,1,0.8571428571,140,112559.23,N,0,No,1000000,Married,0,0,0.6734693878,Y,N,0,0,0.2231435513,0.1880522315,0.0896121587,0.121360857,0.0289875369,0.1880522315,0.1880522315,0.0588405,0,0,1,1,0,21200,0,NEW,N,2018,M,2,0,0,12,CEG,40,2,0,5.6,U,P,Purchased Used,3,N,3,6,0251,,2670,40,1535.21,1
4,0,16,5,N,0,0,0,LP,2,0,0,34,231,0,0,0,0,Y,750,753.832838,0,1956,PC,,0.016349138,0.0786922686,0.3179341156,0.333482946,0.2765180119,0.1074416819,0.0087701544,1,1,0,79,N,STD,L,4,2400,"",G,0,0,"10,001 to 20,000 kms",P0J,11.2,9.8,29,8.1,1390,1,P0J1H0,Male,N,0,0,0,0.8060512025,173,80202.33,N,0,No,2000000,Married,0,0,0.3160237389,N,Y,0,0.0118169765,0.1019400383,0.1266326509,0.0691502155,0.1133874242,0.1648538638,0.0504435126,0.1911711721,0.2525738743,0,0,1,1,1,24302,0,NEW,Y,2018,L,2,0,0,88,CEG1,63,2,0,5.2,R,P,Purchased Used,1,N,0,1,2829,,2890,63,76755,1
4,0,16,5,N,0,0,1,4D,2,2,0,31,290,0,0,0,0,Y,804,721.761905,0,1862,PC,,0.0219789067,0.273293335,0.4274440148,0.332133835,0.0674412808,0.0444517626,0,1,1,0,45,N,STD,V,8,5700,"",G,0,0,"20,001 to 30,000 kms",L9T,15.1,12.6,22,9.5,420,1,L9T2Y9,Male,N,1,2,1,0.8666666667,360,105982.02,N,0,No,1000000,Single,1,0,0.3921568627,Y,Y,0,0.0317486983,0.2468600779,0.2076393648,0.0317486983,0.0645385211,0.0984400728,0.0645385211,0.2468600779,0.0984400728,0,4,1,1,1,41995,0,COR,N,2019,L,2,0,0,69,CEG1,29,2,0,3.1,U,WA,Purchased Used,5,N,1,6,1257,,3048,29,26578.49,1
4,0,18,4,N,0,0,0,SW,2,0,0,25,246,0,0,1,0,N,2000,763.8125,0,1391,PC,,0,0.2231435513,0.2231435513,0.4054651081,0.2657031657,0,0.0339015517,2,1,0,20,Y,STD,H,4,2500,"",G,0,0,"10,001 to 20,000 kms",M1E,11.95,10.7,26,9.1,440,0,M1E2Y9,Male,N,0,0,0,0.5384615385,165,76553.53,N,0,No,2000000,Single,0,0,0.2666666667,N,N,0,0,0.2336148512,0.087011377,0.087011377,0.087011377,0.0425596144,0.0425596144,0.4054651081,0.1335313926,0,0,1,1,0,25728,0,COR,N,2018,M,0,0,0,64,C,2,0,0,11.5,U,WA,Purchased Used,11,N,0,11,1288,,2525,2,26573.52,1
4,0,16,4,N,0,0,0,1P,0,0,0,25,373,0,0,0,0,U,3000,745.460641,0,2560,PC,,0.0229105095,0.0558934758,0.3171804764,0.3002178491,0.3439748295,0.0825940911,0.0217524318,2,1,0,20,N,STD,V,8,5400,"",G,0,0,"10,001 to 20,000 kms",N8A,18.3,16.2,17,13.7,780,1,N8A4K9,Male,N,0,0,1,0.8119349005,300,44136.67,N,0,No,1000000,Single,0,0,0.2379216044,Y,Y,1,0.0056022555,0.1935576301,0.2141062983,0.0140649295,0.0428025392,0.0997894706,0.0515873688,0.2421783171,0.2350860888,0,0,1,1,0,49326,0,NEW,N,2017,L,0,0,0,36,EG1,4,0,0,24.6,U,WA,Purchased Used,11,N,0,11,3558,,3823,4,1535.21,1
4,0,16,5,N,0,0,0,4D,0,0,0,28,219.5,0,0,0,0,Y,3000,715.35,0,1476,PMSC,0,0,0.2682639866,0.2682639866,0.3483066943,0.1941560144,0,0.0606246218,1,1,0,25,N,STD,L,4,2400,"",G,0,1,"10,001 to 20,000 kms",P3B,11.15,9.55,29.5,7.65,320,1,P3B2N8,Male,N,0,0,0,0.1666666667,162,33018.85,N,0,No,1000000,Single,0,0,0.5294117647,Y,Y,1,0,0.1541506798,0.1541506798,0,0.1541506798,0,0,0.5596157879,0.1541506798,0,0,2,2,0,28457,0,NEW,N,2016,L,0,0,1,88,C,9,0,0,14.3,R,WA,Purchased Used,8,N,1,9,0756,,2730,9,722671.4,1
4,0,34,5,N,0,0,0,SV,2,1,0,33,,0,0,0,0,"",666,746.759259,0,1960,PMSC,0,0.0645385211,0.2535490661,0.1698990368,0.3448404863,0.2140702551,0.0425596144,0.0317486983,1,1,0,63,N,STD,V,6,4000,"",G,0,0,"10,001 to 20,000 kms",L5B,,,,,3400,1,L5B2H6,Female,N,0,0,0,0.4272727273,251,73079.15,N,0,Yes,2000000,Married,0,0,0.4811320755,Y,Y,0,0.0183491387,0.1257693873,0.0183491387,0.085359849,0.0465200156,0.085359849,0.0953101798,0.3184537311,0.3184537311,0,0,2,4,1,34225,0,COR,N,2014,L,2,0,0,60,DEG1,29,2,0,4.4,U,WA,Purchased Used,0,N,3,3,2662,,3078,9,2500,1
4,0,20,5,N,0,0,0,4D,2,0,0,32,255,0,0,0,0,Y,766,790.148936,0,1565,PMSC,0,0.3327057538,0.5045560108,0.1416505171,0.0990909026,0.0990909026,0,0,1,2,0,55,N,STD,V,6,3300,"",G,0,0,"10,001 to 20,000 kms",K1H,12.9,11.1,25,8.9,430,1,K1H6B4,Male,N,0,0,1,0.7777777778,225,162947.42,N,0,No,2000000,Married,0,0,0.2950819672,Y,Y,0,0,0.2578291093,0.2006706955,0.0953101798,0.2578291093,0.0465200156,0.1466034742,0.0953101798,0,1,0,3,2,0,37439,0,NEW,N,2016,M,1,0,0,13,EG1,35,1,0,8.7,U,WA,Purchased Used,2,N,8,10,7615,,2720,35,20573.67,1
4,0,34,4,N,0,0,0,3P,0,1,0,33,,0,0,0,0,Y,772,707.883333,0,2845,PMSC,0,0.0434851119,0.2392296891,0.3237870771,0.316461037,0.142691762,0.0602922303,0.005333346,2,1,0,64,N,STD,V,8,6800,"",G,0,0,"10,001 to 20,000 kms",K1C,,,,,4600,1,K1C7K4,Male,N,0,0,0,0.6703296703,362,78984.84,N,0,No,5000000,Single,0,0,0.4455445545,Y,N,0,0.047628049,0.2202407917,0.123613956,0.0598981416,0.0723206616,0.0355066885,0.123613956,0.2646925542,0.1368591827,0,0,1,1,0,40739,0,NEW,N,2016,L,0,0,0,12,EG1,30,1,0,8,U,B,Purchased Used,6,N,0,6,3730,,3480,30,127593.89,1
4,0,17,5,N,0,0,0,SP,2,0,0,28,229,0,0,1,0,Y,795,749.698055,0,1445,PMSC,0,0.0604616625,0.1174571435,0.318127839,0.3677247801,0.1655144385,0.0957013906,0.0065402457,1,1,0,31,N,STD,L,4,2500,"",G,0,0,"10,001 to 20,000 kms",N9V,11,9.95,28.5,8.6,480,1,N9V2Y8,Female,N,0,0,0,0.9227373068,170,120741.86,N,0,No,2000000,Single,0,0,0.2573696145,Y,Y,0,0.0192313619,0.1409054531,0.0916976652,0.0958817717,0.1021909409,0.1409054531,0.0751341395,0.1788988495,0.2303120408,0,0,2,2,0,29866,0,NEW,N,2016,M,2,0,0,14,DEG1,14,2,0,3.5,R,B,Purchased Used,3,N,3,6,3782,,2620,14,1590.4,1
4,0,19,5,N,0,0,0,4D,2,0,0,28,306,0,0,1,0,Y,613,,0,1919,PC,,0.360002734,0.3768098523,0.1776811772,0.150282203,0.0355066885,0.0116960398,0.0355066885,2,1,0,31,N,STD,V,8,4600,"",G,0,0,"10,001 to 20,000 kms",K2P,15.9,13.3,21,10.2,490,0,K2P0P3,Female,N,1,0,0,0.2647058824,320,121070.35,N,0,No,2000000,Single,0,0,0.6630434783,N,N,0,0.0953101798,0.2578291093,0.2978344439,0.0465200156,0.1121172981,0,0.0953101798,0.1823215568,0.0152674721,0,0,1,1,0,76345,0,NEW,N,2017,L,2,0,0,54,CEG1,12,2,0,3,U,WB,Purchased Used,12,N,0,12,5145,,2957,12,275710.73,1
4,2,16,5,N,0,0,1,4D,2,6,0,31,,0,0,0,0,Y,839,730.490196,2,1592,PC,,0.4495250979,0.2318016141,0.109199292,0.2537805208,0.090151097,0.0173917427,0,1,1,2,45,N,STD,E,60,0,"",V,0,0,"20,001 to 30,000 kms",L8P,,,,,2200,1,L8P4M7,Female,N,10,2,1,0.9310344828,147,172613.94,Y,3,No,2000000,Married,0,0,0.0563380282,Y,Y,0,0.1732717213,0.1466034742,0.3829922523,0.1206279878,0.0953101798,0,0.0465200156,0.1466034742,0,0,0,2,2,1,44098,0,COR,N,2019,M,2,0,0,79,CEG1,29,2,0,4.5,U,WB,Purchased New,0,N,0,0,1617,,2700,29,26550,1
3,0,45,4,N,0,0,0,2D,0,0,0,33,191,0,0,0,0,Y,579,737.44,0,1099,PMSC,0,0.0273989742,0.1769307082,0.2436220827,0.3150810466,0.2436220827,0.1144103512,0,1,1,0,61,N,STD,L,4,1900,"",G,0,0,"0 to 10,000 Km",N9A,9.65,8.3,34,6.7,310,0,N9A4V3,Female,N,0,0,1,0.6842105263,112,71342.57,N,0,Yes,1000000,Single,0,0,0.2926829268,Y,N,0,0,0.1910552368,0.0909717782,0.0444517626,0.1397619424,0.245122458,0.0909717782,0.1397619424,0.1397619424,0,0,1,1,0,20179,0,NEW,N,2017,M,0,0,0,30,DE,16,0,0,12.5,U,WA,Purchased New,10,N,5,15,7780,,2601,16,1635.38,1
3,0,19,4,N,0,0,0,4D,0,0,0,34,,0,0,0,0,Y,816,752.818182,0,1370,PMSC,0,0.1603426501,0.4054651081,0.2513144283,0.3001045925,0,0.037740328,0,1,1,0,87,N,STD,L,4,2200,"",G,0,0,"0 to 10,000 Km",N6C,,,,,2600,1,N6C3L9,Female,N,0,0,1,0.8571428571,133,127583.2,N,0,No,1000000,Single,0,0,0.2258064516,Y,N,0,0.0571584138,0.1823215568,0.1823215568,0.1823215568,0.1823215568,0,0.0571584138,0.1823215568,0.0571584138,0,0,1,1,1,30846,0,COR,Y,2014,M,0,0,0,35,D,68,0,0,0,U,P,Purchased New,0,N,14,14,0450,,2670,68,10315.07,1
4,0,19,5,N,0,0,0,4D,2,1,0,33,244,0,0,0,0,Y,801,765.498024,0,1518,PC,,0.0466647649,0.1666396914,0.3112608173,0.3050560404,0.175656885,0.1056982964,0.0091603694,1,1,0,70,N,STD,V,6,3500,"",G,0,0,"20,001 to 30,000 kms",K7H,12.25,10.6,27,8.65,410,1,K7H3C9,Male,N,1,0,0,0.8504672897,270,92983.34,N,0,No,2000000,Married,0,0,0.2555248619,Y,Y,0,0.0357606639,0.108749024,0.1762510268,0.0778982483,0.1035406789,0.0983593202,0.028505493,0.2278383956,0.2249015359,0,0,2,2,1,33493,0,NEW,N,2018,L,2,0,0,91,CEG1,51,2,0,7,R,WA,Purchased Used,5,N,3,8,1263,,2776,51,1562.06,1
4,0,16,5,N,0,0,1,LP,2,2,0,301,290,0,0,0,0,Y,775,755.902143,1,2233,PC,,0.0290266751,0.099978411,0.2436450255,0.2521702264,0.3827704982,0.1185318189,0.007345609,2,1,0,40,N,STD,V,6,3600,"",G,0,1,"10,001 to 20,000 kms",P0T,14.6,12.6,22,10.2,310,1,P0T2W0,Female,N,3,0,1,0.71875,288,111237.64,N,1,No,1000000,Married,1,0,0.311942959,Y,Y,0,0.0148999891,0.119490978,0.2093034773,0.0792845575,0.0916762898,0.1080185768,0.0394482703,0.2234280059,0.1967597588,0,2,2,2,1,51653,0,NEW,N,2019,L,2,0,0,90,CEG1,24,2,0,5.3,R,WA,Purchased New,0,N,5,5,5787,,3021,24,25000,1
4,0,17,4,N,0,0,0,1P,2,0,0,28,357,0,0,1,0,Y,3000,788.0625,0,2397,PMSC,0,0,0,0.3001045925,0.3001045925,0.4054651081,0.1603426501,0,2,1,0,27,Y,STD,V,8,6000,"",G,0,0,"0 to 10,000 Km",N4L,17.4,15.5,18,13.1,850,0,N4L1G1,Female,N,0,0,0,0.4210526316,375,34496.03,N,0,No,1000000,Single,0,0,0.2413793103,N,N,1,0,0.087011377,0.087011377,0,0.1823215568,0.2876820725,0,0.2876820725,0.1823215568,0,0,1,1,0,50595,0,NEW,N,2016,L,2,0,0,85,CEG1,10,0,0,0,R,WA,Purchased Used,9,N,0,9,6776,,3645,10,8390,1
4,0,16,5,N,0,0,0,4D,2,0,0,28,212.5,0,0,0,0,Y,803,748.25,0,1483,PMSC,0,0.3083013597,0.5959834321,0.0416726964,0.1782482314,0.0206192872,0.0416726964,0.0206192872,1,1,0,27,Y,STD,L,4,2000,"",G,0,0,"0 to 10,000 Km",M6R,10.58,9.23,30.75,7.48,300,1,M6R1M8,Female,N,0,0,1,0.3666666667,115,140782.46,N,0,Yes,1000000,Single,0,0,0.4545454545,N,N,0,0.123613956,0.0976384696,0.1776811772,0.0723206616,0.1776811772,0,0.2058520542,0.1776811772,0.047628049,0,0,1,1,0,19258,0,COR,N,2016,M,2,0,0,75,CEG1,11,2,0,4.7,U,WA,Leased New,0,N,2,2,8987,,2578,11,1575,1
